"product_id","product_name","update_id","title","file","link","file_size","stick","category_id","created_at","updated_at"
"85","Ugoos SK1 8/128 GB","312","Android 14 Ugoos SK1 Firmware v. 2.0.4","","https://mega.nz/file/Lltg3bjL#PtPJLxLnj6VHku9O4NuYBCgFtyBvnGq7qhXNNC-GOzc","1.06Gb","7z","2","2025-12-03 15:22:27","2025-12-03 15:22:27"
"85","Ugoos SK1 8/128 GB","309","OTA Android 14 Ugoos SK1 Firmware v. 2.0.2","","https://mega.nz/file/C401nD4a#qKYzJx2aTpc2esZCQWl1nEKzLpK_xMeHhohWEHQgPr8","1.07Gb","7z","1","2025-11-19 15:45:15","2025-11-19 15:45:15"
"85","Ugoos SK1 8/128 GB","307","Android 14 Ugoos SK1 Firmware v. 2.0.2","","https://mega.nz/file/39tFGA6Z#likIvUCf5MQ71qUTx25m5UWVwUThSYK5dyRF9DpLEqQ","1.08Gb","7z","1","2025-11-10 06:01:52","2025-11-10 06:01:52"
"85","Ugoos SK1 8/128 GB","296","Android 11 Ugoos SK1 Firmware v. 1.4.0","","https://mega.nz/file/bltWySqb#7z7_XQD5cWvQlCgX2HKfRiY-g4suxhZl2NFyyOp5o-c","755.7Mb","7z","1","2024-11-08 09:05:54","2024-11-08 09:05:54"
"85","Ugoos SK1 8/128 GB","292","Android 11 Ugoos SK1 Firmware v. 1.3.8","","https://mega.nz/file/e8t3WBLL#W8J1aqsBNPzXCL7UU6P00dDnz8W9pCXh6eFC-jT5kGA","738.7Mb","7z","1","2024-08-29 08:46:18","2024-08-29 08:46:18"
"85","Ugoos SK1 8/128 GB","289","Android 11 Ugoos SK1 Firmware v. 1.3.6","","https://mega.nz/file/jttWyYCZ#PSGiemjlBALOBHBYO6JlcZ8Wi5BbLRDdYCPkSsYGvhQ","736.6Mb","7z","1","2024-08-06 06:02:19","2024-08-06 06:02:19"
"85","Ugoos SK1 8/128 GB","287","Ugoos AM8/AM8Pro/SK1 Reflashing Instruction","https://ugoos.com/files/uploads/1e97fad47761c7a90d8565b751bb1aa5.pdf","","500 KB","pdf","1","2024-07-31 07:05:49","2024-07-31 07:05:49"

"82","Ugoos AM8 PRO","316","Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.5","","https://mega.nz/file/X1NRBJ6S#VRHDLwRLh9FSZch4LU3UxvsR4kIBvfEL78k7sY-kWp4","1.06Gb","7z","1","2025-12-17 09:04:51","2025-12-17 09:04:51"
"82","Ugoos AM8 PRO","311","Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.4","","https://mega.nz/file/K90kVDZY#iT-pS8slSa3PSK-vYOrXdIXomQUyV5urgY9uLHfWe1Q","1.06Gb","7z","2","2025-12-03 15:20:59","2025-12-03 15:20:59"
"82","Ugoos AM8 PRO","308","OTA Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.2","","https://mega.nz/file/7hFQwLII#E2Et2MpYh-HRrfR65KRMhNa8tGGU1gGT6Hafw7H1A10","1.05Gb","7z","1","2025-11-19 15:13:51","2025-11-19 15:13:51"
"82","Ugoos AM8 PRO","306","Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.2","","https://mega.nz/file/rtMnjSoJ#rJM89u2Idr3PMDR6YuHM3DI4wc5JU2kIoBw1O6KvIoQ","1.06Gb","7z","1","2025-10-30 14:25:59","2025-10-30 14:25:59"
"82","Ugoos AM8 PRO","295","Android 11 Ugoos AM8/AM8 Pro Firmware v. 1.4.0","","https://mega.nz/file/Lok2AYLA#s9U0t4bVkgwAVMWUWhUffC01CmnkslUWLbIFLWO-nYE","776.4Mb","7z","1","2024-11-08 09:03:33","2024-11-08 09:03:33"
"82","Ugoos AM8 PRO","293","Android 11 Ugoos AM8/AM8 Pro Firmware v. 1.3.8","","https://mega.nz/file/690QDYhS#jQ20gWSW-kesMADnCzudCCfiEnM_7NDATzqo9Ui_rzc","738.7Mb","7z","1","2024-08-29 08:48:43","2024-08-29 08:48:43"
"85","Ugoos AM8 PRO","287","Ugoos AM8/AM8Pro/SK1 Reflashing Instruction","https://ugoos.com/files/uploads/1e97fad47761c7a90d8565b751bb1aa5.pdf","","500 KB","pdf","1","2024-07-31 07:05:49","2024-07-31 07:05:49"
"82","Ugoos AM8 PRO","282","Android 11 firmware V. 1.3.5 for Ugoos AM8 Series","","https://mega.nz/file/D4Eg2AjR#5ExtxQJkb-TM6y88rrkElF4iUYsa7iDsz4pKuZOld6w","718.3Mb","7z","1","2024-03-27 09:58:36","2024-03-27 09:58:36"

"82","Ugoos AM8","316","Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.5","","https://mega.nz/file/X1NRBJ6S#VRHDLwRLh9FSZch4LU3UxvsR4kIBvfEL78k7sY-kWp4","1.06Gb","7z","1","2025-12-17 09:04:51","2025-12-17 09:04:51"
"82","Ugoos AM8","311","Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.4","","https://mega.nz/file/K90kVDZY#iT-pS8slSa3PSK-vYOrXdIXomQUyV5urgY9uLHfWe1Q","1.06Gb","7z","2","2025-12-03 15:20:59","2025-12-03 15:20:59"
"82","Ugoos AM8","308","OTA Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.2","","https://mega.nz/file/7hFQwLII#E2Et2MpYh-HRrfR65KRMhNa8tGGU1gGT6Hafw7H1A10","1.05Gb","7z","1","2025-11-19 15:13:51","2025-11-19 15:13:51"
"82","Ugoos AM8","306","Android 14 Ugoos AM8/AM8 Pro Firmware v. 2.0.2","","https://mega.nz/file/rtMnjSoJ#rJM89u2Idr3PMDR6YuHM3DI4wc5JU2kIoBw1O6KvIoQ","1.06Gb","7z","1","2025-10-30 14:25:59","2025-10-30 14:25:59"
"82","Ugoos AM8","295","Android 11 Ugoos AM8/AM8 Pro Firmware v. 1.4.0","","https://mega.nz/file/Lok2AYLA#s9U0t4bVkgwAVMWUWhUffC01CmnkslUWLbIFLWO-nYE","776.4Mb","7z","1","2024-11-08 09:03:33","2024-11-08 09:03:33"
"82","Ugoos AM8","293","Android 11 Ugoos AM8/AM8 Pro Firmware v. 1.3.8","","https://mega.nz/file/690QDYhS#jQ20gWSW-kesMADnCzudCCfiEnM_7NDATzqo9Ui_rzc","738.7Mb","7z","1","2024-08-29 08:48:43","2024-08-29 08:48:43"
"85","Ugoos AM8","287","Ugoos AM8/AM8Pro/SK1 Reflashing Instruction","https://ugoos.com/files/uploads/1e97fad47761c7a90d8565b751bb1aa5.pdf","","500 KB","pdf","1","2024-07-31 07:05:49","2024-07-31 07:05:49"
"82","Ugoos AM8","282","Android 11 firmware V. 1.3.5 for Ugoos AM8 Series","","https://mega.nz/file/D4Eg2AjR#5ExtxQJkb-TM6y88rrkElF4iUYsa7iDsz4pKuZOld6w","718.3Mb","7z","1","2024-03-27 09:58:36","2024-03-27 09:58:36"
"82","Ugoos AM8","281","Android 11 firmware V. 1.3.2 for Ugoos AM8","","https://mega.nz/file/Ch1ljJ7b#14SWpUTNuZNo-_Btm-w1MIwzp7AebA5IH7Cuqzf4uxM","724.3Mb","7z","1","2023-11-03 05:52:02","2023-11-03 05:52:02"
"82","Ugoos AM8","277","Ukrainian user manual","https://ugoos.com/files/uploads/0c61f551ed50ff988cde78cc82946a77.pdf","","15 MB","pdf","1","2023-10-11 16:27:23","2023-10-11 16:27:23"
"82","Ugoos AM8","276","Android 11 Ugoos AM8 Firmware v. 1.3.1","","https://mega.nz/file/D81jkAbR#uXbOHGiefQ6WXsuAKd06SZTR8R3i7feCu79f9Vx6JP8","714.5 MB","7z","1","2023-10-04 07:16:50","2023-10-04 07:16:50"

"81","X4Q TV Box Family Series Devices based on Android 11","299","Android 11 firmware V. 1.2.4 for Ugoos X4Q Family","","https://mega.nz/file/2ldHUDJL#hfuWbPmfE1jW6Az5j-zvZuCWvYe6Psaz8Au4a0BAHKY","705.7Mb","7z","1","2024-11-12 08:38:24","2024-11-12 08:38:24"
"81","X4Q TV Box Family Series Devices based on Android 11","285","Android 11 firmware V. 1.2.0 for Ugoos X4Q Family","","https://mega.nz/file/msVAhA7B#A010PhNwgygqxUJ_yYR7sIPT0YUVZb0NkVsYiffFaLI","657,4 MB","7z","1","2024-04-22 07:05:26","2024-04-22 07:05:26"
"81","X4Q TV Box Family Series Devices based on Android 11","279","Android 11 firmware V. 1.1.9 for Ugoos X4Q Family","","https://mega.nz/file/bldlCAbQ#4h-Q-ZI0hfPKt6iXwk23mQ4TjQhHPrGV14Qc44pEyLY","705.7Mb","7z","1","2023-11-02 07:33:08","2023-11-02 07:33:08"
"81","X4Q TV Box Family Series Devices based on Android 11","272","Android 11 firmware V. 1.1.7 for Ugoos X4Q Family","","https://mega.nz/file/itl23I5L#R8GQ8hZhYTFqaV4nxGIS3BhjQzdp_hubSwaBZNLOAQQ","658,4 MB","7z","1","2023-05-11 08:17:00","2023-05-11 08:17:00"
"81","X4Q TV Box Family Series Devices based on Android 11","269","Android 11 firmware V. 1.1.4 for Ugoos X4Q Family","","https://mega.nz/file/y48iUJIZ#QfxL0m3J0R5f70923a5c58a95w342tQsfK6TNhY5r88","631.7 MB","7z","1","2022-12-21 14:03:16","2022-12-21 14:03:16"

"79","Ugoos UT8 64bit TV Box","300","Android 11 Ugoos UT8 Firmware v. 1.1.0","","https://mega.nz/file/D5dgAAxD#OxiMra7BxLd0APlWsE3AXBQiT37xA6POy6WaU2m7WhM","736.9Mb","7z","1","2024-11-21 08:21:18","2024-11-21 08:21:18"
"79","Ugoos UT8 64bit TV Box","286","Android 11 Ugoos UT8 Firmware v. 1.0.9","","https://mega.nz/file/StkGVK7Z#z_mVM7LowCc-tBE5MSvfz3vHCzjw4BwDC--Jhm-gbtU","714.9Mb","7z","1","2024-05-08 15:31:16","2024-05-08 15:31:16"
"79","Ugoos UT8 64bit TV Box","275","Android 11 Ugoos UT8 Firmware v. 1.0.7","","https://mega.nz/file/T1EzzazR#Ar2-5AY6gHTXUJI-ZzLdKuBwXPbStqNgoWsfEnCouVI","705.5 MB","7z","1","2023-06-09 08:10:04","2023-06-09 08:10:04"
"79","Ugoos UT8 64bit TV Box","271","Android 11 64 bit Ugoos UT8 Firmware v. 1.0.6","","https://mega.nz/file/KxESzB6B#3PEtpcSA5gNx2ALtP5Fd1q7-0-vsaRc6-hHrOrw2kuQ","705.7Mb","7z","1","2022-12-30 18:02:26","2022-12-30 18:02:26"
"79","Ugoos UT8 64bit TV Box","258","Android 11 64 bit Ugoos UT8 Firmware v. 1.0.3","","https://mega.nz/file/D5NG2JCY#g8zhiVQJo2J6j-DC2E0AMf_LkEDIP6sb1Vgdq_yAWGI","672.5Mb","7z","1","2022-06-29 10:19:26","2022-06-29 10:19:26"

"78","X4 TV Box Family Series Devices based on Android 11","298","Android 11 firmware V. 1.2.4 for Ugoos X4 Family","","https://mega.nz/file/7stFRKYQ#CaDmy1m8X6JbCKSwCOcO3fsBBJvF3AYUWA0caw4wVUM","705.7Mb","7z","1","2024-11-12 08:36:52","2024-11-12 08:36:52"
"78","X4 TV Box Family Series Devices based on Android 11","284","Android 11 firmware V. 1.2.0 for Ugoos X4 Family","","https://mega.nz/file/jlVDmRjL#qsJDPmR48OUTf9irzQEF21ifRmPnlpMEB7kKwQlSJuE","657,4 MB","7z","1","2024-04-22 07:04:35","2024-04-22 07:04:35"
"78","X4 TV Box Family Series Devices based on Android 11","280","Android 11 firmware V. 1.1.9 for Ugoos X4 Family","","https://mega.nz/file/D8VwnbLS#5x6oJmGBCgd-bktySDAXgHmETkmLnaE4-b2PY9BGDk8","705.7Mb","7z","1","2023-11-02 07:35:13","2023-11-02 07:35:13"
"78","X4 TV Box Family Series Devices based on Android 11","273","Android 11 firmware V. 1.1.7 for Ugoos X4 Family","","https://mega.nz/file/35skBaRY#Cwc_yYhgZUCKrI0naMxje2G59dDdTbs0A0I_6xFkqig","658,4 MB","7z","1","2023-05-11 08:16:28","2023-05-11 08:16:28"
"78","X4 TV Box Family Series Devices based on Android 11","267","Android 11 firmware V. 1.1.4 for Ugoos X4 Family","","https://mega.nz/file/Lg0zXQhB#xdHJSqp7bUmTS0IWdTc8rxF3vKW6DM44hZujb7zACSg","631.7 MB","7z","1","2022-12-21 14:00:22","2022-12-21 14:00:22"
"78","X4 TV Box Family Series Devices based on Android 11","260","Android 11 firmware V. 1.1.0 for Ugoos X4 Family","","https://mega.nz/file/q4lywSAZ#K25n1lHInWt2X6-8mCcK7p54GWIuXPJM6ffokclU280","614.9 MB","7z","1","2022-07-18 14:59:48","2022-07-18 14:59:48"
"78","X4 TV Box Family Series Devices based on Android 11","252","Android 11 firmware V. 1.0.7 for Ugoos X4 Family","","https://mega.nz/file/7tlhgSpK#j9TXJOHjf7SA2W9zOaXuKQ1SxraXoOPt1zQDIMYqDJI","614.9 MB","7z","1","2022-02-05 12:51:08","2022-02-05 12:51:08"
"78","X4 TV Box Family Series Devices based on Android 11","251","Android 11 firmware V. 1.0.6 for Ugoos X4 Family","","https://mega.nz/file/C8dWFJQI#PbhnKDiLcYw6quzSPZRne_MQTKA3JUAneUA5W-yHLlM","594.6 MB","7z","1","2022-01-14 06:08:49","2022-01-14 06:08:49"
"78","X4 TV Box Family Series Devices based on Android 11","249","Android 11 firmware V. 1.0.5 for Ugoos X4 Family","","https://mega.nz/file/alFk1JKa#6DdRi1QxIl1I-hw3L8Hk4wKGA7mr0ryt_pABA-DLXJs","589.7Mb","7z","1","2021-12-11 09:49:45","2021-12-11 09:49:45"
"78","X4 TV Box Family Series Devices based on Android 11","247","Android 11 firmware V. 1.0.4 for Ugoos X4 Family","","https://mega.nz/file/q1MRmCyR#owx3MfE3Np4qxjEhBbdWw0AGgtXHAiCh1qCKw_3E6UA","589.7Mb","7z","1","2021-12-07 07:39:02","2021-12-07 07:39:02"
"78","X4 TV Box Family Series Devices based on Android 11","246","Android 11 firmware V. 1.0.3 for Ugoos X4 Family","","https://mega.nz/file/H0skWSpL#DLyDTBr7tG1qqOcUlCKiva-5hGizYIiyai50lst2Uz4","609Mb","7z","1","2021-12-07 07:37:20","2021-12-07 07:37:20"
"78","X4 TV Box Family Series Devices based on Android 11","243","Android 11 firmware V. 1.0.2 for X4 IMG File","","https://mega.nz/file/v4kU0ARQ#ALjoq3pT6DU8Ime45BEud3Mw6ETstkXGrTr8QLGUyuE","589.7Mb","7z","1","2021-10-11 16:53:05","2021-10-11 16:53:05"

"76","Ugoos AM7","297","Android 11 firmware V. 1.2.4 for Ugoos AM7","","https://mega.nz/file/KktSlAyL#ZVTZm3xHoYHXwO7rO5hfg1-V78LGYKpxjnfexmoAg3M","705.7Mb","7z","1","2024-11-12 08:35:31","2024-11-12 08:35:31"
"76","Ugoos AM7","283","Android 11 firmware V. 1.2.0 for Ugoos AM7","","https://mega.nz/file/SlcC1BAQ#t2J_yirgDymTrGYILfHUaw_Tnn14O86tfSbqgFtxFM8","657,4 MB","7z","1","2024-04-22 07:03:14","2024-04-22 07:03:14"
"76","Ugoos AM7","278","Android 11 firmware V. 1.1.9 for Ugoos AM7","","https://mega.nz/file/rxdlxQgJ#j5OvlwW-qXOSEA08GSn73GpEG5ENw-BrMFUsKmLOgz0","705.7Mb","7z","1","2023-11-02 07:31:23","2023-11-02 07:31:23"
"76","Ugoos AM7","274","Android 11 firmware V. 1.1.7 for Ugoos AM7","","https://mega.nz/file/ipk0QD7T#EDR0nDpQsitUegGalB1O4Xlbimo2XRwOwQVQeI751oo","658,4 MB","7z","1","2023-05-11 08:14:43","2023-05-11 08:14:43"
"76","Ugoos AM7","268","Android 11 firmware V. 1.1.4 for Ugoos AM7","","https://mega.nz/file/LxElmJ7S#zndq3xSfjbKxVXgMHW6bhpRJBO-S3aWRXC9jX77OZgw","631.7 MB","7z","1","2022-12-21 14:01:46","2022-12-21 14:01:46"
"76","Ugoos AM7","259","Android 11 firmware V. 1.1.0 for AM7","","https://mega.nz/file/38kmQbbZ#VH8PJ6AABC2Rrzu-nvCTzmsowGsCtanyKyds7D3oHb8","615 MB","7z","1","2022-07-18 14:57:56","2022-07-18 14:57:56"
"76","Ugoos AM7","253","Android 11 firmware V. 1.0.7 for AM7","","https://mega.nz/file/n8tTVYCZ#fqnD20E678Vrj3oednkHjqeNAFX2ahbdszwLlqh9v4o","615 MB","7z","1","2022-02-05 12:52:56","2022-02-05 12:52:56"
"76","Ugoos AM7","250","Android 11 firmware V. 1.0.6 for AM7","","https://mega.nz/file/6k8jBQTK#AuZT7oI5d5nKB5a3QTwc_XWRemDCFG1m-_AlC_B36RQ","614.9 MB","7z","1","2022-01-14 06:06:56","2022-01-14 06:06:56"
"76","Ugoos AM7","248","Android 11 firmware V. 1.0.5 for AM7","","https://mega.nz/file/2hdGGbDJ#DAQ2g_7s0fsMnlrUdqSxcpTJErOxBcBvFpmvXTweljM","589.7Mb","7z","1","2021-12-11 09:48:50","2021-12-11 09:48:50"
"76","Ugoos AM7","245","Android 11 firmware V. 1.0.4 for AM7 IMG File","","https://mega.nz/file/P00GUTwB#x5xtYS7tqf0dWp5lrR-BZRo5vFhJVhCYuhxpQZUKL0I","609Mb","7z","1","2021-12-07 07:32:09","2021-12-07 07:32:09"
"76","Ugoos AM7","244","Android 11 firmware V. 1.0.3 for AM7 IMG File","","https://mega.nz/file/y5lBnCRT#Nht6v_TM2sGQDBFZeEG05MWwS_CnvyH4bcJYIYpJSjQ","609Mb","7z","1","2021-12-07 07:30:32","2021-12-07 07:30:32"
"76","Ugoos AM7","242","Android 11 firmware V. 1.0.2 for AM7 IMG File","","https://mega.nz/file/Kx0kGaII#HHpdmSl4QrdIxvwuGtXZVbbIPkbLv6Ws2nDVhnxa85Q","609Mb","7z","1","2021-10-11 16:54:38","2021-10-11 16:54:38"

"79","Ugoos UT8 PRO 64bit TV Box","300","Android 11 Ugoos UT8 Firmware v. 1.1.0","","https://mega.nz/file/D5dgAAxD#OxiMra7BxLd0APlWsE3AXBQiT37xA6POy6WaU2m7WhM","736.9Mb","7z","1","2024-11-21 08:21:18","2024-11-21 08:21:18"
"79","Ugoos UT8 PRO 64bit TV Box","286","Android 11 Ugoos UT8 Firmware v. 1.0.9","","https://mega.nz/file/StkGVK7Z#z_mVM7LowCc-tBE5MSvfz3vHCzjw4BwDC--Jhm-gbtU","714.9Mb","7z","1","2024-05-08 15:31:16","2024-05-08 15:31:16"
"79","Ugoos UT8 PRO 64bit TV Box","275","Android 11 Ugoos UT8 Firmware v. 1.0.7","","https://mega.nz/file/T1EzzazR#Ar2-5AY6gHTXUJI-ZzLdKuBwXPbStqNgoWsfEnCouVI","705.5 MB","7z","1","2023-06-09 08:10:04","2023-06-09 08:10:04"
"79","Ugoos UT8 PRO 64bit TV Box","271","Android 11 64 bit Ugoos UT8 Firmware v. 1.0.6","","https://mega.nz/file/KxESzB6B#3PEtpcSA5gNx2ALtP5Fd1q7-0-vsaRc6-hHrOrw2kuQ","705.7Mb","7z","1","2022-12-30 18:02:26","2022-12-30 18:02:26"
"79","Ugoos UT8 PRO 64bit TV Box","258","Android 11 64 bit Ugoos UT8 Firmware v. 1.0.3","","https://mega.nz/file/D5NG2JCY#g8zhiVQJo2J6j-DC2E0AMf_LkEDIP6sb1Vgdq_yAWGI","672.5Mb","7z","1","2022-06-29 10:19:26","2022-06-29 10:19:26"

"75","Ugoos AM6B Plus","294","Android 9 firmware V. 0.5.4n for AM6 Family","","https://mega.nz/file/T9VxUIzS#ua3_gcaEkRKdFoCfZdhYoRa71oin8ZPhW_M2FuOuz50","573,7Mb","7z","1","2024-09-25 07:08:35","2024-09-25 07:08:35"
"70","Ugoos AM6B Plus","266","Android 9 firmware V. 0.5.4 for AM6 Family","","https://mega.nz/folder/Ls9GCSIK#r0ONVtwPSJR2cHv4itkjmA","615 MB","7z","1","2022-10-14 11:14:00","2022-10-14 11:14:00"
"70","Ugoos AM6B Plus","261","Android 9 firmware V. 0.4.2 for AM6 Family","","https://mega.nz/folder/vtVTTY7a#dFtPF2c5RKr3nK4nT3J-Tg","609Mb","7z","1","2022-08-17 08:37:46","2022-08-17 08:37:46"
"75","Ugoos AM6B Plus","241","Android 9 firmware V. 0.4.1 for AM6B IMG File","","https://mega.nz/folder/K8tAVQqL#BonIInrTOgFYZfskkU7vsg/file/esk0CRBD","570.5 Mb","zip","1","2021-07-26 13:25:23","2021-07-26 13:25:23"
"75","Ugoos AM6B Plus","240","Android 9 firmware V. 0.4.1 for AM6B full OTA","","https://mega.nz/folder/K8tAVQqL#BonIInrTOgFYZfskkU7vsg/file/j91iUZ4Z","650 Mb","zip","1","2021-07-26 13:27:01","2021-07-26 13:27:01"

"75","Ugoos AM6 16GB","294","Android 9 firmware V. 0.5.4n for AM6 Family","","https://mega.nz/file/T9VxUIzS#ua3_gcaEkRKdFoCfZdhYoRa71oin8ZPhW_M2FuOuz50","573,7Mb","7z","1","2024-09-25 07:08:35","2024-09-25 07:08:35"
"70","Ugoos AM6 16GB","266","Android 9 firmware V. 0.5.4 for AM6 Family","","https://mega.nz/folder/Ls9GCSIK#r0ONVtwPSJR2cHv4itkjmA","615 MB","7z","1","2022-10-14 11:14:00","2022-10-14 11:14:00"
"70","Ugoos AM6 16GB","261","Android 9 firmware V. 0.4.2 for AM6 Family","","https://mega.nz/folder/vtVTTY7a#dFtPF2c5RKr3nK4nT3J-Tg","609Mb","7z","1","2022-08-17 08:37:46","2022-08-17 08:37:46"
"70","Ugoos AM6 16GB","261","Android 9 firmware V. 0.4.2 for AM6 Family","","https://mega.nz/folder/vtVTTY7a#dFtPF2c5RKr3nK4nT3J-Tg","609Mb","7z","1","2022-08-17 08:37:46","2022-08-17 08:37:46"
"70","Ugoos AM6 16GB","239","Android 9 firmware V. 0.4.1 for AM6 Family","","https://mega.nz/folder/K8tAVQqL#BonIInrTOgFYZfskkU7vsg","645.1 Mb","rar","1","2021-06-02 12:52:40","2021-06-02 12:52:40"
"70","Ugoos AM6 16GB","232","Dualboot Increment OTA File V0.3.9.1 for Ugoos AM6 Family","","https://mega.nz/file/n50UVIpY#Lr7_-DstSlHpbkWoaP6x2FYiU_Nibf0Rvo8GPWtZ4t4","115 mb","rar","1","2021-01-17 07:50:41","2021-01-17 07:50:41"
"70","Ugoos AM6 16GB","231","Increment OTA File V0.3.9.1 for Ugoos AM6 Family","","https://mega.nz/file/nxtEzYYB#tXSFzhem5ahl1faC7wwa212JMhGSBSmaSuiZAb_V1OA","211 mb","rar","1","2021-01-17 07:48:48","2021-01-17 07:48:48"
"70","Ugoos AM6 16GB","230","Android 9 firmware V0.3.9.1 for Ugoos AM6 Family","","https://mega.nz/folder/Lkkw1YJB#y7wzgkYc9NIIEnjRRvb89g","411 Mb","rar","1","2021-01-17 07:26:27","2021-01-17 07:26:27"
"70","Ugoos AM6 16GB","225","Android 9 firmware V0.3.7 for Ugoos AM6 & AM6 Pro AM6 Plus + Full OTA","","https://mega.nz/folder/iokzxLCB#1e-2pG_dPHfYowgDYEG_LQ","678 Mb","rar","1","2020-09-03 14:59:47","2020-09-03 14:59:47"
"70","Ugoos AM6 16GB","222","Android 9 firmware V0.3.6 for Ugoos AM6 & AM6 Pro AM6 Plus + Full OTA","","https://mega.nz/folder/Lg9TARBb#8TktjfgsA7qPI2c8OIxiFQ","598 Mb","rar","1","2020-07-25 06:58:19","2020-07-25 06:58:19"
"70","Ugoos AM6 16GB","221","Android 9 firmware V0.3.3 for Ugoos AM6 & AM6 Pro AM6 Plus + Full OTA","","https://mega.nz/folder/308lmRxA#xdw85hrwSEmKZ97GTfMmxA","586 mb","rar","1","2020-06-14 11:02:07","2020-06-14 11:02:07"
"70","Ugoos AM6 16GB","216","Android 9 firmware V0.3.2 for Ugoos AM6 & AM6 Pro AM6 Plus + Full OTA","","https://mega.nz/folder/XotCXahZ#xHzi_U6uRiMr9cCTZOc1uQ","554.1","rar","1","2020-05-08 08:07:02","2020-05-08 08:07:02"
